Applicant Income,Co-applicant Income,Loan Amount,Loan Amount Term,Total_Income,Approx_DTI,LIR,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Education_Graduate,Education_Not Graduate,Employment Type_Salaried,Employment Type_Self-Employed,Property Area_Rural,Property Area_Semi-Urban,Property Area_Urban,Has_Credit_History_0,Has_Credit_History_1,Credit History
0.3058896391252603,-0.31003652959200434,-0.8089865944576554,0.42096111585101637,0.197974463150964,-0.4847756325374086,-0.5229488389974993,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.6273212099984262,-0.31003652959200434,1.1582074474835045,0.42096111585101637,-0.6909360117616946,1.234505633084708,1.785819411423351,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.589194825292444,-0.31003652959200434,-1.4412989650815997,0.42096111585101637,-0.6546195214770799,-0.1899620689695854,-0.12705306035506422,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.465693820752916
-0.4184184517438881,-0.31003652959200434,-1.581812825220254,0.42096111585101637,-0.49195005888193555,-0.41684481600861023,-0.43172670125722523,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.564491910996392,0.659733791372037,-0.4225734790763561,0.42096111585101637,-0.3389590741377031,-0.3195695206497563,-0.30109879413955715,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
1.8178012125881582,0.1474356704493914,1.5797490278994673,0.42096111585101637,1.7759215263487322,-0.4891967064413773,-0.5288857588408931,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.3822496564726873,-0.31003652959200434,-1.0548858497003004,0.42096111585101637,-0.45749822946768004,-0.3413073940772751,-0.33028989451658725,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.465693820752916
0.35809202405276647,0.242644124452852,-0.036160363695056874,0.42096111585101637,0.41418633073785077,-0.46347040348074303,-0.4943387230161713,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
0.008429263582988433,-0.31003652959200434,1.2460286100701634,0.42096111585101637,-0.08536519576885356,-0.26981522911202926,-0.2342853349799698,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.16076239470883966,-0.31003652959200434,0.877179727206196,0.42096111585101637,-0.2465251709927548,-0.22047606720903837,-0.16802934023278085,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.465693820752916
-0.28036178731953687,-0.31003652959200434,2.3174467936274024,0.42096111585101637,-0.3604470708342233,0.06876553371634428,0.2203840266026817,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.465693820752916
0.8212949717398705,0.04810053422906255,-0.0010318986603933022,0.42096111585101637,0.7967969826606004,-0.49128235561525746,-0.5316865109286725,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.5565683347127527,-0.31003652959200434,-0.47526617662835147,0.42096111585101637,-0.6235418403044268,0.060366757483197135,0.20910557653333672,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
1.817521556954618,-0.31003652959200434,-1.1602712448042911,0.42096111585101637,1.6378478285673732,-0.5533190668506337,-0.614993641719129,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.6308635146899355,-0.31003652959200434,-0.40500924655902437,0.42096111585101637,-0.6943101600032969,0.47681489619895423,0.7683405660833966,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
0.2436196513903065,-0.31003652959200434,-1.1778354773216229,0.42096111585101637,0.13866048879858603,-0.5025566483991705,-0.5468264009198709,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.6449395149114595,4.21811291437444,-1.581812825220254,0.42096111585101637,0.6563258637602082,-0.549142951955617,-0.6093856695551122,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.42317259751407166,0.4289343502429049,2.0539833058674253,0.42096111585101637,-0.27387353042468954,-0.06644081488060401,0.03881971182896506,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.25435381340029717,0.9568549109865517,0.03409656637427027,-2.0934905467732734,0.04596020552930068,-0.22531407196629258,-0.4169246022829949,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.4757478566196315,-0.31003652959200434,2.7214241415260334,0.42096111585101637,-0.546557984371026,0.6172677368350447,0.9569502285196869,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.465693820752916
-0.3752582656341821,-0.31003652959200434,-0.8968077570443143,0.42096111585101637,-0.45083872635925437,-0.31873113806878806,-0.29997295677754476,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.6428887069321647,-0.31003652959200434,-0.4577019441110197,0.42096111585101637,-0.7057645053497891,0.5584619763450904,0.8779818389514263,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.5866779245905821,0.18546009944767752,-0.8265508269749872,0.42096111585101637,-0.5029604373545327,-0.2599539010876349,-0.22104287052406318,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.465693820752916
-0.0032230544811870563,-0.31003652959200434,-0.6860369668363329,0.42096111585101637,-0.09646436761622967,-0.4324817105652517,-0.4527249907223809,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.2853955887232607,0.025993308067268295,0.9123081922408595,0.42096111585101637,-0.2640174658242196,-0.20488167956101852,-0.14708813194626144,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.5276705859135974,-0.31003652959200434,0.5785877744115556,-2.0934905467732734,-0.596015894122934,1.1445939350258059,0.5028783920793651,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
0.9650379673795393,-0.31003652959200434,0.9123081922408595,0.42096111585101637,0.8258324162133363,-0.45828595874811234,-0.4873766967124483,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.6220077529611622,-0.31003652959200434,1.4041067027261493,0.42096111585101637,-0.685874789399291,1.2818622492244045,1.8494131083808623,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.43818078318072967,-0.31003652959200434,1.1582074474835045,0.42096111585101637,-0.5107742543350854,0.15519636402083137,0.33644924574662805,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.4809680951123821,0.22289500241498245,-1.0724500822176322,-2.0934905467732734,-0.3909919917582024,-0.17836500846487538,-0.3854013985563951,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
0.09008870857673025,-0.31003652959200434,-0.5630873392150104,0.42096111585101637,-0.007582199462441718,-0.43993508336512605,-0.4627338885234475,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.2765398269944873,-0.31003652959200434,0.12191772896092919,0.42096111585101637,-0.3568065424682839,-0.23510417821365015,-0.18767296627953992,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.346174079746,-0.31003652959200434,3.915791952704595,0.42096111585101637,-0.4231351934282036,0.42789502173163085,0.7026476191275295,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.6848370519631964,0.7219287876405515,0.8069227971368688,0.42096111585101637,-0.4348559188990328,-0.05060930333955588,0.060079346266333926,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
0.33087220905485254,1.1962024795649109,0.1043534964435974,0.42096111585101637,0.6755052327124741,-0.4791412227068175,-0.5153825688433133,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.38886817313313904,-0.31003652959200434,0.7015374020328781,-2.93164110098137,-0.4638025590769897,1.097286292691941,0.09430193043090129,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.465693820752916
-0.2429811509696619,-0.31003652959200434,-0.6509085018016694,0.42096111585101637,-0.3248409275478407,-0.35629154956380993,-0.3504116413990922,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.5406279636009605,-0.31003652959200434,0.2624315890995835,0.42096111585101637,-0.6083581732172163,0.235461894223282,0.44423527903860244,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.5721358316464911,-0.31003652959200434,1.0001293548275185,-2.0934905467732734,-0.6383703338925213,1.8581319341344398,0.9819721595597927,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
1.2944723036899088,0.33048350306904783,-0.036160363695056874,0.42096111585101637,1.3325762060771404,-0.5160171289374675,-0.5649020530680277,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.6795235949259324,-0.31003652959200434,-0.8089865944576554,0.42096111585101637,-0.7406603016379396,0.8024328660301743,1.2056026043228392,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.5976777128431637,-0.31003652959200434,-0.08885306124705222,0.42096111585101637,-0.6626997185819697,0.3852896561540772,0.6454342257695579,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
1.256252700439413,-0.31003652959200434,-0.35231654900702897,0.42096111585101637,1.1032229190229603,-0.5178768551004903,-0.5673994203141659,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
0.11218150362640698,-0.31003652959200434,-1.4412989650815997,0.42096111585101637,0.013461830360183403,-0.5097082670498216,-0.5564300826500771,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.4264352465720408,0.9869207385665919,-0.6157800367670058,-2.0934905467732734,-0.10889544008529092,-0.2608134863034217,-0.44076012075484927,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
0.8363031574065285,-0.31003652959200434,-1.4764274301162632,0.42096111585101637,0.703208765643525,-0.5459668963793192,-0.6051206453134415,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.041069783553629044,-0.31003652959200434,-1.318349337460277,0.42096111585101637,-0.13251447777650732,-0.48208659902620227,-0.5193378212314538,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.17912644797798022,-0.31003652959200434,-1.2129639423562864,0.42096111585101637,-0.2640174658242196,-0.44527362974261436,-0.4699028530356528,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.18322806393657,0.1763224459674692,1.0001293548275185,0.42096111585101637,-0.12141530592913119,-0.2754500987361643,-0.24185222257631453,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.465693820752916
-0.027739531688212284,0.9928159988764037,1.5621847953821355,0.42096111585101637,0.2726496913401105,-0.35591676568687175,-0.34990835602447284,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
0.0023700581896171783,-0.31003652959200434,-1.581812825220254,0.42096111585101637,-0.09113676512948914,-0.5107282871541151,-0.5577998352779182,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.465693820752916
3.360847779918533,0.29629099327213937,1.6500059579687945,0.42096111585101637,3.290558913329067,-0.5239679676716732,-0.5755789820852865,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.38029206703790586,-0.31003652959200434,-1.1953997098389546,0.42096111585101637,-0.45563356859732085,-0.3669547966219212,-0.3647309774765738,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.3684533118847036,-0.31003652959200434,0.7717943321022052,0.42096111585101637,-0.44435681000038674,-0.04277449960931811,0.07060045555912121,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.6243382165739972,-0.31003652959200434,0.2624315890995835,0.42096111585101637,-0.6880946237687663,0.7529718366314777,1.1391829575831172,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.32231013235056866,-0.31003652959200434,0.6664089369982145,0.42096111585101637,-0.4004040894847773,-0.11628274412587271,-0.02811143322690795,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
2.194217695333283,-0.31003652959200434,-1.2305281748736183,0.42096111585101637,1.9966618560493485,-0.5590888775591146,-0.6227417374153027,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
0.46892887347920376,0.3237039537127642,-1.581812825220254,0.42096111585101637,0.5441798314143199,-0.5460739947121822,-0.6052644642658908,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.4913153535533699,0.03306762043904246,-0.8616792920096508,0.42096111585101637,-0.45803098971635414,-0.30720047640474035,-0.2844887971530488,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.2852091516342339,-0.31003652959200434,0.4380739142729013,0.42096111585101637,-0.3650643263227317,-0.18485686345320018,-0.12019744188019021,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.6319821372240965,-0.31003652959200434,2.0539833058674253,0.42096111585101637,-0.695375680500645,1.7698049160293479,2.5046558308316853,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.5835084940771263,-0.31003652959200434,-1.090014314734964,0.42096111585101637,-0.6492031256155604,-0.07072757222295095,0.03306316143365337,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.22536284605662857,-0.31003652959200434,-0.10641729376438401,0.42096111585101637,-0.308058979714608,-0.2969694986058244,-0.27074994174572814,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.4778918831434398,-0.31003652959200434,-0.7914223619403236,0.42096111585101637,-0.5486002319909432,-0.19575620260692983,-0.13483381854052356,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.5960929975864359,0.38059321570244814,-0.036160363695056874,0.42096111585101637,-0.45314735410350865,-0.16875204461231103,-0.09857079174323893,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.465693820752916
-0.009561915508098522,-0.31003652959200434,-1.581812825220254,0.42096111585101637,-0.10250231710120228,-0.5095218256967825,-0.5561797164737747,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.3353607285824452,1.168789519124286,1.5621847953821355,0.42096111585101637,0.03264119931244933,-0.2906535210569851,-0.2622684159321756,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.6617188529238722,-0.31003652959200434,0.01653233385693848,0.42096111585101637,-0.7237007670551489,1.1086381558186569,1.6167959705919441,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.6998452376298545,-0.31003652959200434,0.9650008897928548,0.42096111585101637,-0.7600172573397636,3.314169301149544,4.578533753392561,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.4982135258473618,0.0761030207006686,-0.2469311539030383,0.42096111585101637,-0.45163786673226547,-0.20664829212336633,-0.1494604598930023,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.6637696609031671,0.11353792366797354,0.19217465903025632,0.42096111585101637,-0.5980581417428512,0.1761937888981702,0.36464602126366646,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.6866082043089511,-0.31003652959200434,1.1757716800008362,0.42096111585101637,-0.7474085981211442,2.7785334436297027,3.8592453586683426,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
0.6594675784646014,0.2240740544769448,0.12191772896092919,0.42096111585101637,0.6956613287873091,-0.47984729497840434,-0.5163307308897092,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
-0.34179280815387003,0.09202022353716047,0.17461042651292455,0.42096111585101637,-0.297847741615022,-0.2688181887396957,-0.23294644110491877,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4055653591631434
-0.40602038532360535,-0.31003652959200434,-0.8441150594923189,0.42096111585101637,-0.48014054003632733,-0.28548475330985806,-0.2553274417547782,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.37786838488055735,-0.31003652959200434,-0.5806515717323422,0.42096111585101637,-0.4533249408530666,-0.262396699607106,-0.22432322713394523,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4055653591631434
-0.6104486534415001,0.031593805361589504,-1.0724500822176322,0.42096111585101637,-0.5719528895578226,-0.23029325977784854,-0.18121253658601677,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4055653591631434
